step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
227,CASH_OUT,447578.31,C647554320,61518.0,0.0,C627340597,0.0,447578.31,0,0
711,TRANSFER,2580055.17,C1844811503,2580055.17,0.0,C2047354099,0.0,0.0,1,0
137,PAYMENT,762.74,C963310858,10685.0,9922.26,M1684366165,0.0,0.0,0,0
205,CASH_OUT,154261.12,C1422134212,0.0,0.0,C119967220,1433957.52,1588218.63,0,0
178,CASH_IN,124359.41,C613190707,558.0,124917.41,C1850057643,0.0,0.0,0,0
105,CASH_OUT,1457085.28,C208508333,1457085.28,0.0,C1196762236,0.0,1457085.28,1,0
139,CASH_IN,37036.34,C134337801,124538.0,161574.34,C799238950,1483841.54,1446805.21,0,0
250,PAYMENT,19372.25,C770924027,0.0,0.0,M1065578749,0.0,0.0,0,0
35,PAYMENT,2418.25,C896772138,68042.79,65624.54,M1928578134,0.0,0.0,0,0
201,PAYMENT,2576.55,C1239946681,21505.0,18928.45,M1124461358,0.0,0.0,0,0
84,CASH_OUT,39379.45,C743472915,39379.45,0.0,C165832169,188532.97,227912.43,1,0
59,TRANSFER,192765.49,C267452646,192765.49,0.0,C243306413,0.0,0.0,1,0
300,TRANSFER,11159.91,C1930995302,0.0,0.0,C511113539,41618.6,52778.51,0,0
209,CASH_IN,102375.11,C1452362326,227900.0,330275.11,C584562509,45089.03,0.0,0,0
24,CASH_OUT,291305.98,C1962370851,291305.98,0.0,C1560190757,954554.82,1247963.68,1,0
229,CASH_IN,480773.21,C1804842100,10821.0,491594.21,C650052591,0.0,0.0,0,0
685,TRANSFER,4886423.05,C557894266,4886423.05,0.0,C1725513942,0.0,0.0,1,0
37,CASH_OUT,1842.0,C323132484,1842.0,0.0,C1737682079,0.0,1842.0,1,0
560,CASH_OUT,357882.83,C151669603,357882.83,0.0,C1152228208,901329.73,1259212.55,1,0
306,CASH_OUT,15141.5,C1582694876,0.0,0.0,C473083971,328688.82,343830.32,0,0
203,CASH_OUT,155074.72,C1019572576,0.0,0.0,C436759641,186650.23,341724.95,0,0
302,CASH_IN,53586.81,C888947719,21891464.12,21945050.94,C1155890259,4109537.66,4059599.11,0,0
203,CASH_OUT,202628.8,C715878536,241.0,0.0,C1286994019,82265.09,284893.89,0,0
135,PAYMENT,3602.93,C708813779,0.0,0.0,M1852260282,0.0,0.0,0,0
371,PAYMENT,45312.47,C314833689,70259.0,24946.53,M1091960531,0.0,0.0,0,0
371,PAYMENT,15908.15,C797269132,188030.0,172121.85,M1984092058,0.0,0.0,0,0
377,TRANSFER,57178.37,C159352671,0.0,0.0,C2113748097,5524262.99,5581441.37,0,0
180,PAYMENT,2192.42,C199760677,0.0,0.0,M1119355782,0.0,0.0,0,0
416,PAYMENT,5033.68,C1157405164,14568.0,9534.32,M298784436,0.0,0.0,0,0
73,CASH_OUT,684796.16,C1555882195,684796.16,0.0,C644163395,2754453.54,3439249.7,1,0
377,CASH_IN,210754.09,C1540864166,20.0,210774.09,C2114821260,0.0,0.0,0,0
660,TRANSFER,227994.78,C121156353,227994.78,0.0,C142613727,0.0,0.0,1,0
277,CASH_IN,140282.62,C1927421735,6152087.38,6292370.0,C1909396249,160732.23,20449.61,0,0
226,CASH_OUT,330465.53,C1209384940,10894.0,0.0,C1069435635,554225.42,884690.95,0,0
493,TRANSFER,1214511.61,C1579869749,1214511.61,0.0,C1291615113,0.0,0.0,1,0
133,CASH_OUT,967.65,C433471550,0.0,0.0,C825177259,788590.03,79062.34,0,0
182,PAYMENT,39069.46,C1920864032,0.0,0.0,M508060791,0.0,0.0,0,0
260,PAYMENT,21338.77,C599795209,0.0,0.0,M1816382371,0.0,0.0,0,0
21,CASH_OUT,364048.18,C1971665076,0.0,0.0,C1726301214,651730.19,1015778.37,0,0
460,TRANSFER,58058.98,C155431672,58058.98,0.0,C1327043210,0.0,0.0,1,0
122,TRANSFER,990857.53,C1039891737,990857.53,0.0,C330996980,0.0,0.0,1,0
255,CASH_IN,120388.14,C846255720,2035094.84,2155482.98,C2033116913,509908.56,389520.42,0,0
357,TRANSFER,2239461.29,C972148639,2239461.29,0.0,C1247043439,0.0,0.0,1,0
41,TRANSFER,225413.99,C1381221969,1483.0,0.0,C898144879,0.0,225413.99,0,0
495,TRANSFER,197943.1,C1143038776,197943.1,0.0,C742185953,0.0,0.0,1,0
56,CASH_OUT,1932200.59,C1900295340,1932200.59,0.0,C2032646914,0.0,1932200.59,1,0
212,PAYMENT,47520.92,C2004683037,0.0,0.0,M725958062,0.0,0.0,0,0
167,CASH_OUT,279728.8,C1078571218,279728.8,0.0,C2093453750,707165.63,986894.43,1,0
406,TRANSFER,10000000.0,C413407419,12426076.89,2426076.89,C2065262017,0.0,0.0,1,0
455,CASH_OUT,542222.77,C651782265,542222.77,0.0,C571026687,459408.41,1001631.17,1,0
474,CASH_IN,200735.54,C978720363,6445036.41,6645771.95,C503252730,277977.46,77241.92,0,0
327,CASH_OUT,134357.56,C1428360827,121406.0,0.0,C574256372,93405.21,235047.77,0,0
572,CASH_OUT,161016.65,C1403093345,161016.65,0.0,C1655653682,92806.24,253822.89,1,0
229,TRANSFER,401799.07,C1356010265,0.0,0.0,C1234042378,1137710.6,1539509.67,0,0
316,TRANSFER,72665.95,C1614200747,72665.95,0.0,C253218862,0.0,0.0,1,0
382,DEBIT,3269.08,C1069856167,11093.0,7823.92,C1623077515,2034482.22,2037751.3,0,0
474,CASH_OUT,149975.43,C1846777916,149975.43,0.0,C1899546171,298776.08,448751.51,1,0
176,TRANSFER,455709.8,C1919843108,455709.8,0.0,C69123397,0.0,0.0,1,0
362,TRANSFER,1397689.48,C1224276273,1397689.48,0.0,C298592695,0.0,0.0,1,0
737,TRANSFER,946705.53,C1524194171,946705.53,0.0,C357888969,0.0,0.0,1,0
249,TRANSFER,90915.0,C1794988731,90915.0,0.0,C1111485677,0.0,0.0,1,0
35,CASH_OUT,472692.51,C145594916,472692.51,0.0,C1718370785,193065.83,665758.34,1,0
133,PAYMENT,34789.45,C1732908280,59698.0,24908.55,M1728397277,0.0,0.0,0,0
154,CASH_OUT,1581441.8,C1521962059,1581441.8,0.0,C1036969884,3429635.45,5011077.25,1,0
743,CASH_OUT,339682.13,C786484425,339682.13,0.0,C776919290,0.0,339682.13,1,0
689,CASH_OUT,6174385.48,C1092840661,6174385.48,0.0,C672136064,4188.79,6178574.27,1,0
210,CASH_OUT,157257.05,C514401861,100345.0,0.0,C1554475992,117597.22,315194.39,0,0
456,TRANSFER,30548.46,C1322381590,30548.46,0.0,C876969670,0.0,0.0,1,0
301,CASH_OUT,115474.2,C2095782264,0.0,0.0,C1785539858,145144.38,260618.59,0,0
18,CASH_OUT,88011.09,C1709561218,165.0,0.0,C1802919897,0.0,88011.09,0,0
382,TRANSFER,565346.12,C1418682514,565346.12,0.0,C1366479177,0.0,0.0,1,0
276,TRANSFER,624441.48,C1782099095,105797.0,0.0,C1556316919,189551.01,813992.49,0,0
399,CASH_IN,75395.16,C1085095638,4052.0,79447.16,C802775740,0.0,0.0,0,0
40,CASH_IN,764.25,C525017266,885537.77,886302.02,C821001591,250382.94,644842.79,0,0
321,PAYMENT,37080.87,C1199024666,139758.04,102677.17,M567631996,0.0,0.0,0,0
167,PAYMENT,11402.59,C1885297696,85921.0,74518.41,M384177115,0.0,0.0,0,0
228,CASH_OUT,1323909.85,C1370685766,1323909.85,0.0,C1312657483,1010731.91,2334641.76,1,0
481,TRANSFER,548677.33,C703367289,548677.33,0.0,C428179224,0.0,0.0,1,0
6,CASH_OUT,33332.86,C685428529,33332.86,0.0,C1626759869,31002.0,0.0,1,0
212,CASH_IN,115107.74,C69856750,594002.91,709110.65,C224763475,799174.0,684066.26,0,0
158,CASH_OUT,21238.54,C263385372,78741.0,57502.46,C197014676,0.0,21238.54,0,0
329,CASH_OUT,69440.55,C1671341867,0.0,0.0,C1127641720,274323.03,343763.58,0,0
518,CASH_OUT,242896.12,C523279178,242896.12,0.0,C149546103,2182109.56,2425005.68,1,0
135,TRANSFER,128417.96,C244991293,128417.96,0.0,C1736477135,0.0,0.0,1,0
308,PAYMENT,2635.01,C1029346410,49048.0,46412.99,M648003746,0.0,0.0,0,0
131,CASH_OUT,41950.48,C1655998765,0.0,0.0,C1952715136,918603.64,960554.11,0,0
240,TRANSFER,806850.06,C321712696,806850.06,0.0,C1645115422,0.0,0.0,1,0
80,TRANSFER,244814.12,C2138181348,244814.12,0.0,C1608735206,0.0,0.0,1,0
249,CASH_IN,244993.29,C623922588,5280373.7,5525367.0,C696926617,2381632.7,2136639.41,0,0
363,CASH_OUT,56231.05,C615216082,56231.05,0.0,C513190251,0.0,56231.05,1,0
277,CASH_OUT,242678.33,C874866527,242678.33,0.0,C1141476786,812517.66,1055196.0,1,0
496,CASH_OUT,30171.95,C2114580288,30171.95,0.0,C643578860,3334845.4,3365017.36,1,0
320,CASH_OUT,767879.02,C1778269666,767879.02,0.0,C340908219,302527.93,1070406.95,1,0
212,CASH_OUT,1220.8,C248395903,1220.8,0.0,C154068331,338688.89,339909.69,1,0
475,CASH_OUT,1064995.85,C1191482277,1064995.85,0.0,C174516315,0.0,1064995.85,1,0
372,TRANSFER,513479.47,C1482263357,0.0,0.0,C1170002778,666214.52,1179693.99,0,0
302,CASH_IN,127339.95,C1273113627,10433057.47,10560397.42,C1586115021,632536.95,505197.01,0,0
355,CASH_OUT,3592596.97,C1645091760,3592596.97,0.0,C504240309,1512703.69,5105300.66,1,0
600,TRANSFER,7363709.23,C551820728,7363709.23,0.0,C2069632802,0.0,0.0,1,0
20,CASH_OUT,77420.16,C1342426169,194760.0,117339.84,C1550100227,965072.5,1042492.66,0,0
503,TRANSFER,251683.05,C1112029444,251683.05,0.0,C1819822165,0.0,0.0,1,0
313,TRANSFER,1467324.96,C348342265,1467324.96,0.0,C2039650387,0.0,0.0,1,0
619,TRANSFER,293470.64,C1051179941,293470.64,0.0,C1445144451,0.0,0.0,1,0
322,PAYMENT,19096.58,C241015801,50281.0,31184.42,M1439475756,0.0,0.0,0,0
206,CASH_OUT,125820.85,C500537142,0.0,0.0,C2130803606,12563891.85,12689712.7,0,0
398,TRANSFER,55247.48,C1873632807,55247.48,0.0,C416874775,0.0,0.0,1,0
190,PAYMENT,3582.01,C1151911103,46217.61,42635.6,M1852307937,0.0,0.0,0,0
34,CASH_OUT,214539.89,C1556350907,700.0,0.0,C306999211,174775.6,389315.49,0,0
218,TRANSFER,145379.14,C460813809,145379.14,0.0,C1079863947,0.0,0.0,1,0
204,CASH_OUT,147871.7,C43994650,71756.0,0.0,C844230194,0.0,147871.7,0,0
533,TRANSFER,1303029.52,C1028433606,1303029.52,0.0,C1309625211,0.0,0.0,1,0
514,CASH_OUT,312874.21,C1683320728,0.0,0.0,C1530231635,4354770.81,4667645.02,0,0
354,TRANSFER,69878.14,C1182199361,69878.14,0.0,C1178014735,0.0,0.0,1,0
538,CASH_OUT,1392337.38,C874241747,1392337.38,0.0,C762678995,125815.9,1518153.28,1,0
374,CASH_OUT,40399.71,C1764962863,0.0,0.0,C73344906,860268.32,900668.03,0,0
736,CASH_OUT,537539.57,C1804356625,537539.57,0.0,C1581411164,8034.16,545573.72,1,0
136,CASH_IN,211621.17,C380143060,1311570.67,1523191.84,C849186466,1331204.91,1119583.75,0,0
42,CASH_IN,24516.46,C943393886,4010115.91,4034632.37,C371684665,4161211.54,4136695.08,0,0
404,TRANSFER,10000000.0,C2023224715,12754759.04,2754759.04,C1730830963,0.0,0.0,1,0
324,CASH_IN,129220.14,C981892984,1212361.78,1341581.92,C92611224,196561.31,67341.17,0,0
68,TRANSFER,1858515.57,C1530003925,1858515.57,0.0,C1195646619,0.0,0.0,1,0
347,CASH_IN,298780.99,C1895641704,84248.0,383028.99,C846072778,137665.1,0.0,0,0
206,CASH_OUT,154196.49,C1013101723,154196.49,0.0,C1068088118,325765.34,479961.83,1,0
222,TRANSFER,211628.75,C369868816,211628.75,0.0,C2037736375,0.0,0.0,1,0
282,CASH_OUT,8091.78,C1510812683,8091.78,0.0,C637384510,272960.57,281052.35,1,0
95,PAYMENT,14325.96,C577909238,26897.0,12571.04,M1553499079,0.0,0.0,0,0
133,PAYMENT,36279.58,C1548974252,34605.0,0.0,M108316718,0.0,0.0,0,0
95,TRANSFER,8775594.43,C1917836086,8775594.43,0.0,C1694421805,0.0,0.0,1,0
543,CASH_OUT,74436.56,C1022475357,74436.56,0.0,C1086411656,201151.33,275587.89,1,0
181,TRANSFER,252189.32,C636129537,252189.32,0.0,C1515281371,0.0,0.0,1,0
522,PAYMENT,13826.79,C1357459887,0.0,0.0,M1512062592,0.0,0.0,0,0
353,CASH_IN,289883.08,C413811824,30013.0,319896.08,C1792997408,0.0,0.0,0,0
284,CASH_OUT,133090.19,C1510382937,10887.0,0.0,C927625130,0.0,133090.19,0,0
282,TRANSFER,481.9,C2008721842,481.9,0.0,C1886648323,0.0,0.0,1,0
233,CASH_OUT,48156.69,C1285235130,48156.69,0.0,C160460815,132064.21,180220.9,1,0
582,TRANSFER,1158373.23,C1874090524,1158373.23,0.0,C152963065,0.0,0.0,1,0
21,CASH_OUT,23292.3,C1861214292,0.0,0.0,C1834461593,392364.62,415656.92,1,0
373,CASH_OUT,41673.44,C1005972797,0.0,0.0,C1033810726,171371.58,213045.01,0,0
35,CASH_IN,138418.78,C499533938,254.0,138672.78,C149557387,99871.31,0.0,0,0
19,CASH_OUT,32096.31,C2018982162,1069.0,0.0,C2029518292,326253.67,624875.94,0,0
301,TRANSFER,408724.54,C970648981,408724.54,0.0,C1224906494,0.0,0.0,1,0
249,CASH_OUT,3879669.76,C1737566692,3879669.76,0.0,C54612631,621931.51,4501601.27,1,0
226,PAYMENT,4908.58,C571499866,0.0,0.0,M1330101725,0.0,0.0,0,0
161,CASH_OUT,538428.86,C1369254106,538428.86,0.0,C247089725,0.0,538428.86,1,0
401,CASH_OUT,226712.34,C521803891,0.0,0.0,C893802796,780056.37,1006768.71,0,0
140,CASH_OUT,111647.38,C593802427,0.0,0.0,C144436412,674972.3,786619.68,0,0
163,CASH_OUT,20545.7,C159520545,56977.43,36431.73,C2129359968,2932303.13,2952848.82,0,0
34,CASH_OUT,40458.0,C1657291163,40458.0,0.0,C684399107,561393.36,331179.02,1,0
539,CASH_OUT,79594.91,C149676565,79594.91,0.0,C1488768076,2009434.94,2089029.85,1,0
268,TRANSFER,1070857.97,C526265092,1070857.97,0.0,C217951439,0.0,0.0,1,0
379,CASH_OUT,105159.15,C1329548501,29710.62,0.0,C309462463,1152331.68,1257490.83,0,0
129,CASH_OUT,129325.6,C1762989487,0.0,0.0,C1153095452,3027093.28,3156418.87,0,0
234,CASH_OUT,179537.89,C842732857,0.0,0.0,C180998134,3590541.21,3770079.1,0,0
519,TRANSFER,1558.46,C1153466023,1558.46,0.0,C1719300863,0.0,0.0,1,0
192,TRANSFER,8783.42,C552483700,8783.42,0.0,C877622868,0.0,0.0,1,0
16,CASH_OUT,222665.79,C1716142184,0.0,0.0,C1506986844,5306450.11,6330184.21,0,0
177,PAYMENT,1029.96,C89294737,112638.52,111608.56,M809653753,0.0,0.0,0,0
278,TRANSFER,292466.99,C298130523,0.0,0.0,C1871982249,433773.74,726240.73,0,0
459,TRANSFER,46130.88,C1045907901,46130.88,0.0,C1384446029,0.0,0.0,1,0
179,CASH_OUT,97311.89,C987032421,6481.0,0.0,C2002278246,0.0,156876.6,0,0
208,CASH_OUT,97157.73,C361206445,0.0,0.0,C363216918,508280.6,605438.33,0,0
187,CASH_OUT,7196174.56,C1906024708,7196174.56,0.0,C252431988,14743.59,7094510.52,1,0
686,CASH_OUT,1467968.73,C1032013375,1467968.73,0.0,C293921513,0.0,1467968.73,1,0
348,TRANSFER,509175.37,C276571808,248067.0,0.0,C103846014,9481079.24,9990254.61,0,0
393,CASH_IN,184995.02,C453801330,7553674.9,7738669.92,C279769405,4735228.68,4550233.66,0,0
510,CASH_OUT,3425386.69,C288197113,3425386.69,0.0,C793143843,0.0,3425386.69,1,0
228,CASH_OUT,497526.17,C818466696,497526.17,0.0,C2025446764,0.0,497526.17,1,0
183,TRANSFER,1001121.26,C1987858671,60064.0,0.0,C797494702,0.0,1001121.26,0,0
363,CASH_OUT,6513531.58,C537091000,6513531.58,0.0,C1919442037,0.0,6513531.58,1,0
395,TRANSFER,2033788.08,C1319893836,0.0,0.0,C869626717,2586593.12,4794745.05,0,0
13,PAYMENT,2204.68,C184124951,184738.25,182533.57,M1307074787,0.0,0.0,0,0
367,TRANSFER,435867.16,C790089745,435867.16,0.0,C1816333758,0.0,0.0,1,0
495,TRANSFER,987470.17,C1055011986,987470.17,0.0,C182489820,0.0,0.0,1,0
693,CASH_OUT,463891.31,C783919407,463891.31,0.0,C882063580,138792.98,602684.29,1,0
515,TRANSFER,290211.26,C276602564,290211.26,0.0,C58143708,0.0,0.0,1,0
733,TRANSFER,438859.1,C482285608,438859.1,0.0,C1495765075,0.0,0.0,1,0
380,CASH_IN,166873.5,C406050319,145616.0,312489.5,C1941328788,340660.7,173787.19,0,0
469,PAYMENT,5378.22,C1482608296,0.0,0.0,M1922001075,0.0,0.0,0,0
681,CASH_OUT,229386.28,C1703030559,72111.0,0.0,C2077332386,0.0,229386.28,0,0
178,CASH_IN,472383.37,C70869479,28182036.26,28654419.63,C1650827770,1034047.05,452772.78,0,0
21,CASH_OUT,136748.81,C1618064476,106027.0,0.0,C1062528404,5159650.67,5449726.04,0,0
442,TRANSFER,3085.45,C1666354582,3085.45,0.0,C910803312,0.0,0.0,1,0
624,TRANSFER,2626957.79,C723019595,2626957.79,0.0,C296287576,0.0,0.0,1,0
29,CASH_OUT,340198.41,C1369188336,340198.41,0.0,C1627551181,1614043.79,1954242.21,1,0
561,TRANSFER,897131.97,C140166215,897131.97,0.0,C187205970,0.0,0.0,1,0
211,CASH_IN,150686.26,C1160240406,9198433.62,9349119.88,C1092266857,381058.76,230372.5,0,0
136,CASH_OUT,131231.74,C544654704,0.0,0.0,C1988825309,2239525.52,2370757.26,0,0
158,CASH_IN,178514.53,C1851804218,1661200.53,1839715.06,C2047015557,6186850.83,6008336.3,0,0
186,CASH_OUT,167080.33,C1575682886,50186.0,0.0,C66188977,659290.26,826370.59,0,0
699,TRANSFER,2763398.31,C577803442,2763398.31,0.0,C619602282,0.0,0.0,1,0
284,TRANSFER,160296.55,C1890719438,160296.55,0.0,C933704571,0.0,0.0,1,0
189,CASH_IN,139652.63,C47552537,15506.0,155158.63,C954665260,150945.07,11292.44,0,0
283,TRANSFER,101515.68,C295983306,101515.68,0.0,C581841724,0.0,0.0,1,0
403,CASH_OUT,282631.53,C1236205176,10840.0,0.0,C531189441,534976.4,817607.93,0,0
19,CASH_OUT,10000000.0,C2050703310,10000000.0,0.0,C1622860679,504326.62,10342417.9,1,0
250,PAYMENT,24852.48,C1799463335,0.0,0.0,M705778344,0.0,0.0,0,0
14,PAYMENT,2356.13,C1967448236,25691.0,23334.87,M80971632,0.0,0.0,0,0
378,CASH_OUT,5088.66,C886567374,132233.0,127144.34,C445493738,164266.87,169355.54,0,0
10,CASH_IN,69319.36,C166409504,0.0,69319.36,C979719862,4067018.45,3984735.76,0,0
327,PAYMENT,35063.97,C1878693545,2478.0,0.0,M1793472081,0.0,0.0,0,0
351,CASH_OUT,202755.87,C1342814658,8897.0,0.0,C390095426,329762.74,532518.6,0,0
34,CASH_OUT,428239.03,C1057589740,428239.03,0.0,C511164301,293130.02,1456009.92,1,0
710,PAYMENT,10741.98,C343333450,72873.0,62131.02,M1330911124,0.0,0.0,0,0
236,PAYMENT,11760.11,C1340215847,0.0,0.0,M93052807,0.0,0.0,0,0
326,CASH_IN,14556.33,C1293376153,141387.0,155943.33,C366070976,254220.33,239663.99,0,0
40,CASH_OUT,116656.44,C1106616835,0.0,0.0,C1358195048,2125584.62,2242241.06,0,0
95,CASH_IN,122508.48,C1335705584,15996.0,138504.48,C1345063038,3954176.06,3831667.58,0,0
374,CASH_IN,204490.67,C980240461,61553.0,266043.67,C485029218,0.0,0.0,0,0
23,PAYMENT,9293.86,C1141016133,14427.0,5133.14,M549952298,0.0,0.0,0,0
436,CASH_OUT,1532229.72,C685396140,1532229.72,0.0,C961098321,89278.84,1621508.56,1,0
595,CASH_OUT,44135.83,C1148494599,0.0,0.0,C88539819,47045.65,91181.47,0,0
379,PAYMENT,3044.23,C64333797,243526.89,240482.65,M2001884471,0.0,0.0,0,0
163,CASH_OUT,134194.59,C663221524,134194.59,0.0,C1335637774,1656961.35,1791155.94,1,0
133,CASH_OUT,84329.61,C1319989044,0.0,0.0,C670186289,242413.9,326743.52,0,0
157,PAYMENT,22332.88,C1781958308,13926.22,0.0,M1574684880,0.0,0.0,0,0
516,TRANSFER,2625132.51,C1656607369,2625132.51,0.0,C391839907,0.0,0.0,1,0
187,CASH_OUT,91936.87,C928894219,0.0,0.0,C1527761090,5641071.47,5733008.34,0,0
305,CASH_IN,62489.62,C125945165,1798804.95,1861294.57,C85352088,1209156.63,1146667.01,0,0
140,CASH_OUT,323535.36,C1970680009,40830.0,0.0,C667545889,3147648.78,3471184.14,0,0
739,TRANSFER,176549.59,C591532921,176549.59,0.0,C1612941843,0.0,0.0,1,0
552,CASH_OUT,492003.04,C133353018,492003.04,0.0,C2063078053,24292.72,516295.76,1,0
510,TRANSFER,3178881.71,C1447355548,3178881.71,0.0,C110798588,0.0,0.0,1,0
136,CASH_OUT,120803.59,C1579231966,21894.0,0.0,C702577092,1462266.77,1719280.97,0,0
158,TRANSFER,258321.2,C1926434820,0.0,0.0,C1354269658,1534290.4,1792611.6,0,0
395,CASH_OUT,299492.91,C961323773,0.0,0.0,C1902517985,3277471.91,3576964.82,0,0
359,TRANSFER,7428844.46,C1805149634,7428844.46,0.0,C849581392,0.0,0.0,1,0
132,CASH_OUT,344290.07,C2090029653,0.0,0.0,C1782252521,652548.98,996839.05,0,0
279,CASH_OUT,145982.36,C1179343687,145982.36,0.0,C517557051,800.0,0.0,1,0
403,TRANSFER,196254.03,C828932813,196254.03,0.0,C1502933385,0.0,0.0,1,0
401,CASH_OUT,30467.69,C1055328635,30467.69,0.0,C1732514770,625616.25,656083.94,1,0
326,CASH_OUT,106607.85,C2038201755,0.0,0.0,C1951439287,739377.53,845985.38,0,0
15,CASH_IN,4177.19,C174521672,24811.0,28988.19,C1567808902,7478789.27,7474612.08,0,0
159,CASH_OUT,366544.7,C502538561,246862.0,0.0,C317145377,498357.17,710251.15,0,0
43,CASH_OUT,148010.93,C1356230422,0.0,0.0,C585537428,223501.39,371512.32,0,0
131,PAYMENT,7439.77,C546637269,14389.0,6949.23,M465898001,0.0,0.0,0,0
415,TRANSFER,13659.45,C1238777492,13659.45,0.0,C873898487,0.0,0.0,1,0
588,CASH_OUT,187128.57,C1552716986,187128.57,0.0,C562686021,846965.44,1034094.01,1,0
572,CASH_OUT,82504.16,C364720575,82504.16,0.0,C911165143,190860.62,273364.78,1,0
186,CASH_IN,448092.61,C1404343307,30556.0,478648.61,C1417533341,599702.0,151609.38,0,0
550,CASH_OUT,85303.24,C2043137760,85303.24,0.0,C1330770993,0.0,85303.24,1,0
354,CASH_OUT,49556.68,C1547192262,20577.0,0.0,C115018899,0.0,49556.68,0,0
20,CASH_IN,57490.61,C652800130,298289.37,355779.98,C1621229567,1073466.49,1015975.87,0,0
228,CASH_OUT,10000000.0,C2022162818,10000000.0,0.0,C1201081149,0.0,10000000.0,1,0
387,CASH_OUT,20920.39,C18423061,20920.39,0.0,C1021087479,359472.94,380393.33,1,0
501,CASH_OUT,6183238.55,C1949843837,6183238.55,0.0,C392599315,1289583.48,7472822.03,1,0
704,CASH_OUT,158788.32,C1323122307,158788.32,0.0,C171435126,4995950.14,5154738.46,1,0
629,CASH_OUT,114253.58,C1773596823,114253.58,0.0,C1066960436,0.0,114253.58,1,0
354,CASH_OUT,168916.67,C158113534,147333.0,0.0,C1411843835,218335.9,387252.57,0,0
580,TRANSFER,628697.26,C579184994,628697.26,0.0,C855476478,0.0,0.0,1,0
664,CASH_OUT,5652739.69,C90885996,5652739.69,0.0,C477262059,1662631.92,7315371.62,1,0
421,CASH_OUT,10000000.0,C1162717928,10000000.0,0.0,C2053317483,0.0,10000000.0,1,0
649,TRANSFER,30674.98,C1185407067,30674.98,0.0,C1105743477,0.0,0.0,1,0
339,TRANSFER,164382.72,C121591434,164382.72,0.0,C245389073,0.0,0.0,1,0
434,TRANSFER,32671.88,C1710865809,32671.88,0.0,C1882736497,0.0,0.0,1,0
230,PAYMENT,28059.82,C1338167490,1016.0,0.0,M1313682567,0.0,0.0,0,0
380,CASH_OUT,116416.8,C1173502647,521206.0,404789.2,C534697841,3358091.58,3474508.38,0,0
141,CASH_OUT,455372.54,C876504183,455372.54,0.0,C1536498682,316179.07,771551.61,1,0
149,TRANSFER,5477272.72,C1058610480,5477272.72,0.0,C532968715,0.0,0.0,1,0
159,CASH_OUT,416832.9,C650153052,416832.9,0.0,C304864645,1460326.73,1877159.62,1,0
729,CASH_OUT,1102951.39,C1678410175,1102951.39,0.0,C228891434,0.0,1102951.39,1,0
542,CASH_OUT,2513.85,C771269342,21608.0,19094.15,C1092577223,9414586.35,9417100.2,0,0
209,TRANSFER,329156.43,C1966259064,329156.43,0.0,C477578794,0.0,0.0,1,0
382,CASH_OUT,565346.12,C1132334899,565346.12,0.0,C1932342438,331443.76,896789.88,1,0
115,CASH_OUT,530377.28,C711344285,530377.28,0.0,C726473569,232558.45,762935.73,1,0
86,TRANSFER,17822.02,C1763423014,17822.02,0.0,C2088891396,0.0,0.0,1,0
379,CASH_OUT,17700.55,C1209159023,0.0,0.0,C1962856467,181146.43,198846.98,0,0
335,TRANSFER,1495203.8,C1515649837,1495203.8,0.0,C1556905270,0.0,0.0,1,0
262,CASH_OUT,2016790.84,C1267813082,2016790.84,0.0,C1805553546,0.0,2016790.84,1,0
139,PAYMENT,1763.69,C1072207627,14427.44,12663.75,M1371116385,0.0,0.0,0,0
599,CASH_OUT,12394.3,C134202299,53456.0,41061.7,C1769512951,2144374.16,2156768.46,0,0
354,TRANSFER,10000000.0,C501435638,19299230.13,9299230.13,C201807091,0.0,0.0,1,0
441,CASH_OUT,1032168.79,C1659569966,1032168.79,0.0,C1072956803,805209.56,1837378.34,1,0
230,CASH_OUT,49273.95,C198010176,31474.0,0.0,C1891000814,1810099.5,1859373.45,0,0
610,TRANSFER,33964.87,C915330664,33964.87,0.0,C1672862058,0.0,0.0,1,0
348,PAYMENT,24410.4,C1066740195,101258.0,76847.6,M747353163,0.0,0.0,0,0
321,CASH_OUT,498663.93,C862277734,0.0,0.0,C1618524553,800109.79,1298773.71,0,0
322,CASH_IN,94640.5,C881451406,41105.0,135745.5,C652175708,41654.35,0.0,0,0
243,CASH_OUT,793886.87,C840188997,793886.87,0.0,C1959131299,1841967.2,2635854.07,1,0
102,TRANSFER,656118.37,C203547819,656118.37,0.0,C1137673642,0.0,0.0,1,0
730,TRANSFER,10000000.0,C726730575,57316255.05,47316255.05,C1364745638,0.0,0.0,1,0
379,CASH_OUT,626673.66,C974535194,626673.66,0.0,C617136418,1196558.84,1823232.5,1,0
175,TRANSFER,895565.06,C1046781112,895565.06,0.0,C556777856,0.0,0.0,1,0
36,CASH_OUT,266755.67,C277072629,0.0,0.0,C27726123,1646328.67,1913084.34,0,0
380,CASH_OUT,174931.18,C525185708,0.0,0.0,C1662712486,12592860.99,12767792.16,0,0
69,CASH_OUT,353313.55,C1330110958,353313.55,0.0,C857281092,2808260.05,3161573.6,1,0
403,CASH_IN,152689.66,C2085702152,2193849.12,2346538.78,C1354763826,2171230.32,2018540.66,0,0
